id,run_id,title,abstract,year,doi,url,source,created_at
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:EJ1206291,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Higher Education Lectures: From Passive to Active Learning via Imagery?,"An important contemporary challenge to the large-group lecture in higher education is that it encourages passive learning which is claimed to be out of sync with academic rhetoric and social needs. Attempts to change this practice have salvaged some aspects of the higher education experience for students, but they have not transformed the learning environment that is the most usual one, that is, one characterized by lectures, into an arena of active learning. This article tests recent multimedia learning propositions which claim that using certain images dislocates pedagogically harmful excesses of text, reducing cognitive overloading and exploiting underused visual processing capacities. The experiments yielded unpredicted results, which indicates that the use of certain images can also prompt students to become active co-producers of knowledge. This is not about visual aids, where images are a side-bar to a traditional lecture. This is about images as the medium through which active learning is energized. Marshall McLuhan famously remarked that 'the medium is the message'. But for this article, the message is the medium.",2019,,https://eric.ed.gov/?id=EJ1206291,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:ED633119,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Faculty Beliefs on Active Learning Strategies in Higher Education: Identification of Predictors for Use of Active Learning,"Evaluating the perceptions of active learning strategies is often seen from the perspective of the learners at the primary and secondary education levels. Additional data on beliefs of active learning in higher education such as of faculty members is needed. Active learning strategies are on the front line in education as a method to enhance student learning and foster twenty-first century skills. Developing twenty-first century skills is essential as the environment of the workplace is dynamic and evolving requiring individuals to rely on critical thinking and diverse application of their knowledge. Universities should continue to evolve to best prepare graduates for their endeavors post-graduation. Gaining an understanding on beliefs of active learning in higher education is beneficial as it provides insight into the faculty beliefs and how to foster a culture promoting twenty-first century skills. This study sought to understand faculty beliefs on active learning strategies and use of active learning in higher education. Faculty from three southeast universities were surveyed and a total of 210 participants completed the survey. Data was collected and analyzed to determine variables that were predictors of the frequency of use of active learning strategies and overall use of active learning strategies. The study found an overall high frequency of use of active learning strategies (M = 3.82, SD = 0.81), confidence in using active learning strategies (M = 3.95, SD = 0.84), and job satisfaction (M = 3.99, SD = 0.73). Correlations for frequency of use of active learning included beliefs on learning with a positive correlation of (0.43), professional development with a positive correlation of (0.34), and confidence in use of active learning strategies with a positive correlation of (0.68). Correlations for overall use of active learning strategies included confidence in use with a positive correlation of (0.38), beliefs with a positive correlation of (0.36), and professional development with a positive correlation of (0.26). Logistical barriers were found to be negatively correlated to both frequency of use (r =-0.39) and overall use of active learning (r = -0.34). The most prevalent barrier to the use of active learning was that faculty were not trained how to use these strategies. The most prevalent active learning strategy used was Socratic questioning. Regression analysis identified several predictor variables to the frequency of use of active learning strategies and for the overall use of presented active learning strategies. The predictor variables having a positive influence included beliefs on learning (a more constructivist viewpoint), professional development, and confidence in use of active learning. In addition, level of course undergraduate (lower-level courses indicating more active learning) positively predicted the frequency of use of active learning strategies. This study provided insight into the belief set of faculty members as well as the barriers seen by the faculty. The results from this study can provide universities insight to develop programs and provide support and training to their faculty to aid in their teaching and fostering of student learning. Several avenues for future research were identified and presented in the study to continue gaining insight into the beliefs of faculty member on active learning, barriers to active learning, and potential solutions to barriers. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2023,,https://eric.ed.gov/?id=ED633119,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:EJ1233386,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,"A Comparison of Lecture-Based, Active, and Flipped Classroom Teaching Approaches in Higher Education","The purpose of this study was to compare community college students' learning experiences and performance for lecture-based, active learning, and flipped classroom teaching approaches. Participants were second-semester computer programming students (n = 103) at a mid-sized college of applied arts and technology. Garrison's (2011) Community of Inquiry (CoI) framework informed our analysis of students' learning experiences within each approach. Overall, active learning resulted in the highest mean scores for teaching, social, and cognitive presence. In particular, students rated teaching presence significantly higher for the active-learning approach than the lecture-based approach. Students rated social presence significantly higher for the active-learning and flipped classroom approaches compared to the lecture-based. There were no significant differences among the three approaches with respect to cognitive presence or learning performance. Student comments indicated that all three approaches had distinct benefits and challenges regarding teaching, social and cognitive presence. Regardless of the teaching approach employed in this study, five desired learning characteristics emerged based on student feedback including clarity, flexibility, opportunities for application, timely guidance and feedback, and cognitive engagement.",2019,,https://eric.ed.gov/?id=EJ1233386,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:EJ1448735,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Conceptualizations of Active Learning in Departments Engaged in Instructional Change Efforts,"Several academic departments have increased their use of active learning to address low student success rates. However, it is unclear whether those implementing active learning have a consistent conceptualization of it. Like other educational terms, the phrase &quot;active learning&quot; is in danger of becoming overused and misunderstood, which puts the utility of active learning into question. This study examines 115 conceptualizations of active learning across six institutions of higher education that are infusing more active learning into their mathematics courses. We use the four pillars of inquiry-based mathematics education as a basis for analyzing these conceptualizations and compare them in two ways: by stakeholder role and by institution. Our findings show that many participants conceptualize active learning as student engagement and activities other than lecture, yet there was limited focus on the role of the teacher and content. Only eight participants mentioned issues of equity. Comparison within individual institutions shows that faculty within departments may hold common understandings of active learning. Implications of these findings include a need to develop an understanding of active learning that attends to all four pillars and is shared across departments, institutions, and disciplines.",2024,,https://eric.ed.gov/?id=EJ1448735,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:EJ1224547,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Re-Imagining Active Learning: Delving into Darkness,"Ample attention is being paid in the higher education literature to promoting active learning among students. However, critical examination of educational purposes and ends is largely lacking in this literature on active learning. In expanding this debate, we consider it important to ask: &quot;About what&quot; substantive matters are students to be active? &quot;To what end&quot; is this activity directed, especially beyond gaining skills and competences within a unit of work or course? In this article, we critique and extend the conceptualisation of active learning. In particular, we discuss dimensions that are neither readily visible nor instrumental, which are overlooked in much of this literature. In doing so, we explore features and potential consequences of such an expanded conceptualisation. Drawing from educational philosophy and, in particular, existential philosophies, we show that active learning may also be partly invisible, unfocused, unsettling, and not at all instrumental--sometimes even leaving the learner more confused and (temporarily) incompetent. However, such forms of undisclosed or 'dark' learning, we conclude, are necessary and even vital counterparts for the forms of active learning that flood higher education curricula today.",2019,,https://eric.ed.gov/?id=EJ1224547,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:EJ1466754,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Overcoming the Magnetism of Lectures: Teachers&apos; and Students&apos; Perceptions of and Motivations Regarding Active Learning in Higher Education,"The discourse surrounding active learning in higher education (HE) highlights its potential to improve learning outcomes, foster student engagement, and promote active student positionality. However, several studies have underscored instances of student resistance and institutional impediments to active learning. Given the substantial variability in experiences and perceptions among teachers and students in HE, understanding and contrasting these viewpoints could help address such obstacles to its integration. This article presents the findings of a mixed methods study that examined the perspectives of HE teachers and students regarding active learning methods, their perceived effectiveness in augmenting motivation and facilitating learning, and the challenges associated with their implementation. The study sample comprised 57 teachers and 125 degree students from Law, Nursing, and Education disciplines in two Spanish universities. We administered two surveys, 12 semistructured interviews and organized a focus group session. Data analysis involved descriptive statistics, nonparametric tests for group comparison, and qualitative content analysis. The results indicate that teachers adopt active learning to optimize learning outcomes while acknowledging that student motivation is also essential. Teachers exhibited more enthusiasm for active learning compared to students, often overlooking students' apprehensions regarding its implementation. Notably, HE institutions appeared to provide limited support for active learning initiatives, scarcely recognizing their potential benefits. These findings suggest that overcoming the magnetism of lectures in HE may require a more profound understanding of institutional and organizational barriers to active learning while refraining from solely attributing student resistance to individual student characteristics.",2025,,https://eric.ed.gov/?id=EJ1466754,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:eric:EJ1465029,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,A Multi-Year Longitudinal Study Exploring the Impact of the COVID-19 Pandemic on Students&apos; Familiarity and Perceptions of Active Learning,"The COVID-19 pandemic caused nearly ubiquitous emergency remote teaching in both secondary and post-secondary education. While there has been a plethora of work examining how instructors adjusted classes to incorporate active learning during emergency remote teaching, there has only been minimal work examining how such emergency remote teaching may have influenced students' perceptions of active learning. Here, we conduct a longitudinal multi-cohort study at one institution across nine semesters before, during, and after emergency remote teaching due to the pandemic to explore how college students' familiarity and perceptions of active learning have shifted over time because of the pandemic. Our results reveal decreases in familiarity with active learning during emergency remote teaching, with familiarity remaining lower than pre-COVID even after the end of emergency remote teaching. In addition, our results indicate shifts in students' perceptions of active learning, leading to potentially higher student resistance to active learning following emergency remote teaching. We conclude by discussing implications for instructors to better support active learning and promote engagement in active learning classes following the end of emergency remote teaching.",2025,,https://eric.ed.gov/?id=EJ1465029,ERIC,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.1080/13562517.2020.1839746,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Barriers to student active learning in higher education,"ABSTRACT This article reviews research that consistently, across borders and over time, reveals inertia in Higher Education institutions related to innovation in academic teaching. Despite frequent calls for more student-active learning, studies find that teaching remains predominantly traditional and teacher-centred. While research is recognised as continuously developing, border-crossing, investigative and innovative collaborative activities that needs an infrastructure to succeed, the need for collaborative development and a supporting infrastructure is rarely mentioned in academic teaching, often described as individual and traditional in the research. To better understand this paradox, and to identify barriers to student active learning, we reanalysed articles from two systematic reviews, one on campus development and one on learning and teaching with technology. The article identified the following prerequisites for student active learning to succeed: (1) better alignment between research and teaching practices, (2) a supporting infrastructure for research and teaching, (3) staff professional development and learning designs.",2020,10.1080/13562517.2020.1839746,https://www.semanticscholar.org/paper/4fc2f08cdc6aed70a94ebe8c1732b3e25343a906,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.1186/s41239-021-00249-y,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,"Gamification and active learning in higher education: is it possible to match digital society, academia and students' interests?","This study aims to examine whether it is possible to match digital society, academia and students interests in higher education by testing to what extent the introduction of gamification into active learning setups affects the skills development demanded by the workplace of the digital society of the twenty-first century, the academic achievement standards claimed by the academia, and the satisfaction with the learning process required by the students. Our results provide statistically significant empirical evidence, concluding that the generation of a co-creative and empowered gameful experience that supports students' overall value creation yields to satisfactory active learning setups without any loss of academic achievement, and allowing to develop a series of skills especially relevant for twenty-first century professionals.",2021,10.1186/s41239-021-00249-y,https://www.semanticscholar.org/paper/28b40a6a42e9ce04328f7457585ea223f044768b,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.21271/zjhs.28.4.18,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,The Use of Active Learning Strategies to Foster Effective Teaching in Higher Education Institutions,,2024,10.21271/zjhs.28.4.18,https://www.semanticscholar.org/paper/9d96c600563e471050735fbe6ffb3a60140da6d8,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.3389/fpsyg.2022.844236,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Trends of Active Learning in Higher Education and Students’ Well-Being: A Literature Review,"This literature Review had the purpose of inspecting how the use of active learning methodologies in higher education can impact students’ Well-being. Considering the Heads of State meeting at United Nations Headquarters on September 2015, in which the 2030 Agenda for Sustainable Development was adopted by all United Nations Member states, this literature review is limbered to the time period between September 2015 and September 2021. A Previous research focused on reviews was made to support the conceptual framework. The search was done in two databases - Web of Science main collection and Scopus - by two researchers autonomously, using the following search criteria: “higher education AND active learning AND student AND wellness OR well-being OR wellbeing.” The studies section attended the following inclusion criteria: (i) published in peer-reviewed journals; (ii) empirical studies; (iii) written in English, French, Portuguese or Spanish; (iv) open access full text; (v) Higher education context; and (vi) focused on the topic under study. The search provided 10 articles which were submitted to an inductive thematic analysis attending to the purpose of this review, resulting in two themes: (i) students’ well-being during confinement; (ii) methodological solutions for students’ well-being. Data show that the use of active methodologies, as digital technologies, and the incorporation of some practice as physical activity and volunteering seems to benefit students’ well-being, namely in their academic achievement, physical, emotional, and social life, and empower them to the professional future with multi-competencies. Higher education institutions need to understand the value of active learning methodologies in sustained education and promote them in their practices.",2022,10.3389/fpsyg.2022.844236,https://www.semanticscholar.org/paper/5fc1bb5072916921a95f52b073f6fdc9abb6b2fc,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.5539/jel.v9n1p119,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Using Nearpod as a Tool to Promote Active Learning in Higher Education in a BYOD Learning Environment,"The present study aims to explore Nearpod as a tool to promote active learning in higher education. In this study, Nearpod is regarded as a tool that can be used to enhance teaching and learning for those lectures provided by male instructors to female students at Sharoura College of Science and Arts, Najran University. Hence, the Nearpod is integrated with video-conference learning system which is used as distance learning system to provide lectures by male lecturers to female students who study at a separate campus. Consequently, students’ own devices have been used to fulfil learning activities during classes. The author utilized the mainly quantitative research method and designed an electronic learning questionnaire applied to (74) female students. The findings of the study showed that the affordances of Nearpod and the BYOD model have promoted active learning in the classroom. Students were very satisfied with integrated learning environment, and they commended Nearpod in all courses specially those ones taught by video-conference learning system.",2020,10.5539/jel.v9n1p119,https://www.semanticscholar.org/paper/5617a61c10e32cc3a81a48ef544271500308e2bd,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.4018/978-1-7998-9564-0.ch001,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Making and Active Learning in Higher Education,"In this study, the authors researched, designed, and implemented maker education opportunities into teacher candidate training, specifically in elementary mathematics and science methods courses. To investigate the impacts of active learning and maker education models in the teacher education program, the researchers observed, interacted with, and asked teacher candidates (1) which instructional design practices were helpful, (2) what they learned (i.e., knowledge gained, effective pedagogies, and teaching methods) and (3) what were the impacts of these learning opportunities in the context of learning to teach mathematics and other STEM subjects? The Maker Ed workshops involved creating opportunities for teacher candidates to gain experience of how to make, exploring ways to incorporate making in a variety of contexts and then extending this learning to their own pedagogy. To better prepare students for the workforce and everyday living, life skills, transferable skills, and workforce competencies need to be taught through student-centered and activating instructional practices.",2022,10.4018/978-1-7998-9564-0.ch001,https://www.semanticscholar.org/paper/94a1c05503fc6f70c56486d1f95836ce25e90e14,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.5772/intechopen.80838,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Empowering Learners Using Active Learning in Higher Education Institutions,"Higher education institutions are expected to produce skillful, problem solver, and competent graduates. This becomes possible when the instructors are using the appropriate teaching methodology and the learners are active and empowered in the teaching- learning process. In relation to this, constructivism theory emphasized that the learner is the center of the learning and the instructors playing an advising and facilitating role. In the teaching-learning process, when the learners are empowered using the appropriate teaching methodology, they feel a sense of confidence, capability, competence, and self-esteem, enabling them to meet life’s challenges more effectively. Therefore, a shift in theory (education theory) to a more student-centered approach using active learning is recommended because this approach has its own role to make the students creative and competent in their study. Thus, this chapter of a book tried to address the contribution of active learning in the empowerment of learners in higher education institutions.",2019,10.5772/intechopen.80838,https://www.semanticscholar.org/paper/785ce1816c19352996531949f66f408ea97f4869,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.1177/14697874221087427,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,The casual within the formal: A model and measure of informal learning in higher education,"Research and practice have recognized the importance of informal learning—a specific type of active learning—for higher education contexts. University students learn not only in formally organized courses, but also in a self-directed and intentional way from fellow students, through trial and error, and by reflection. However, there has been a lack of valid measures to operationalize students’ informal learning. In this study, we thus develop the Informal Student Learning (ISL) scale for higher education, building on the Octagon Model of Informal Workplace Learning and the model’s associated measure from the vocational learning context. Our scale contains eight components with three items each. Using three samples of university students (N = 545, N = 818, N = 310), we examined the model structure of ISL and the scale’s validity in an international context. The results show that the conceptual structure of informal workplace learning and informal student learning is similar for intent to learn and reflection, but different for experience/action and feedback. Examining validity, we found evidence for concurrent validity in terms of study-related self-efficacy and academic performance, and for convergent and discriminant validity indicators of the eight ISL components. The scale has configural and metric measurement invariance for age, gender, and academic achievement, and additionally scalar invariance for age. Potential applications of the new measure in the context of active learning for research, for lecturers, and for students are discussed.",2024,10.1177/14697874221087427,https://www.semanticscholar.org/paper/7c8f449f43d8443358399d6c631d676e20b84e57,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.3389/fpsyg.2022.941285,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Classroom perception in higher education: The impact of spatial factors on student satisfaction in lecture versus active learning classrooms,"Driven and influenced by learning theory and information technology, the form of the classroom environment in higher education is constantly changing. While traditional lecture classrooms focus on efficient learning modes and economical space layouts, active learning classrooms focus more on active learning psychology and adaptive space perception. Although existing studies have explored the development of educational and technological domains in the classroom, a comparative study of these two classroom environments and students’ learning perceptions has not been conducted. Hence, using a questionnaire, this study collected subjective perception reports from 316 students in traditional lecture classrooms versus active learning classrooms. By analyzing Likert scales of student satisfaction in two classroom environments, the study found the following: learning support dimensions in both classroom environments required improvements; space and furniture perception, physical and decorative environment are critical factors in improving students’ perceptions in the lecture classroom; space perception is the critical factor in enhancing students’ perception in the active learning classroom. These findings can serve as good references and useful insights for future classroom design and optimization to build enriched and inclusive learning environments to help students gain a more positive perception of learning.",2022,10.3389/fpsyg.2022.941285,https://www.semanticscholar.org/paper/105b7cea907c0881da64e5b5896ead20068d0590,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:scholar:37bef324b5dbe92cf5ce133ccf0e81c7,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,"The positive relationship between flipped and blended learning and student engagement, performance and satisfaction","… respect to flipped learning pedagogies, and provide additional evidence that the financial, cultural and individual investment by education institutions in flipped learning pedagogies will …",2021,,https://journals.sagepub.com/doi/abs/10.1177/1469787418801702,Scholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:scholar:51bd129f7e8529e273651ae4cbbc6ccf,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,The impact of extra-curricular activity on the student experience,… There is a substantial body of work that recommends supplementing or supplanting these techniques with active learning approaches that emphasize experiential learning activities and …,2021,,https://journals.sagepub.com/doi/abs/10.1177/1469787418808988,Scholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.3390/su12093827,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Reflective Learning in Higher Education: Active Methodologies for Transformative Practices,"In this Special Issue, Reflective Learning in Higher Education explores on tertiary education and its practices. It looks at in-house and external individuals, and collective initiatives and activities that centre on generating and reflecting on knowledge. It also explores the transformation output of learning communities, the communities themselves and their reflective practices, and discusses how reflective learning and developing one’s professional identity through reflection are linked. The connections between the theoretical and applied research on reflective practices, knowledge generation in all areas, professional practice and identity through theoretical definition, situated and grounded practice and transformative knowledge are also considered. The nine manuscripts in this Special Issue manifest that reflective learning is likely to (i) help forge students’ professional identity and ensure sustainable competences are effectively developed, (ii) transform students’ preconceived perspectives and social preferences to foster new reasoned action plans for decision-making, (iii) promote understanding one’s personal professional strengths and limitations and develop the ability to identify resources and ways to solve existing and/or future professional challenges and (iv) modify the students’ beliefs, attitudes, and daily behaviour to develop competences that will ultimately result in promoting sustainability.",2020,10.3390/su12093827,https://www.semanticscholar.org/paper/d392a95f192dc586e5b033840cf50ad28ed400f3,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.3390/SU13105336,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Flipped Classroom: Active Methodology for Sustainable Learning in Higher Education during Social Distancing Due to COVID-19,"Methodological guidelines for virtual teaching during the lockdown, tailored to Flipped Classroom, are suggested by the Spanish University Education System. This educational methodology is recommended as an effective method for distance learning due to COVID-19 by several articles, studies, research, universities and institutions in different countries around the world. However, what is the impact of these extreme circumstances on the implementation of Flipped Classroom in Higher Education? The study design is a descriptive and correlational research that compares the frequency of the implementation of Flipped Classroom before and during social distancing. This information is provided by the participants, university professors from the Faculty of Education Sciences of the University of Malaga, through an ad hoc questionnaire. The results reveal a significant increase in the frequency of Flipped Classroom sessions (z = −4.80; p <.001) during the lockdown. The data also show a significant increase in the quantity and variety of didactic resources (t = −2.390; p = 0.021), mainly those related to Flipped Classroom, with video (z = −2.860, p = 0.004) and audio (z = −2.049, p = 0.040) files. University professors consider virtual teaching during the lockdown an opportunity for Flipped Classroom and digital skills that could improve the quality of university educational methodology.",2021,10.3390/SU13105336,https://www.semanticscholar.org/paper/fdf86e1b0ffb86a65ee0e80a607276246af7632a,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.4018/978-1-5225-5557-5.CH003,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,A Collaborative Active Learning Model as a Vehicle for Online Team Learning in Higher Education,"As more higher education faculty use team-based assignments in online courses across a wide range of university disciplines, research on team learning as one of the pedagogical approaches in higher education has become more relevant. The authors reviewed active learning as a type of instructional method for team members' satisfaction and active engagement in their learning processes. Therefore, this chapter explores team learning as an effective online learning model that also facilitates effective use of learning management systems (LMS). Additionally, the chapter examines essential strategies to work and learn as a successful team in an online setting. With the intent of supporting faculty and practitioners of higher education who adopt an online team learning method, the authors propose an active learning model for online team learning and specific guidelines to utilize the model.",2021,10.4018/978-1-5225-5557-5.CH003,https://www.semanticscholar.org/paper/36da0ca828346a2285e36298b4a8e3512120bc99,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.3390/su14148578,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Students’ Perceptions of Active Learning Classrooms from an Informal Learning Perspective: Building a Full-Time Sustainable Learning Environment in Higher Education,"Under the influence of education for sustainable development, active learning classrooms, as the new learning environment in higher education, have become increasingly diversified and flexible, with a greater emphasis on student experience and engagement. Most research on these learning environments is centered on formal learning analysis and discussion, whereas empirical research on the perception of informal learning in active learning classrooms outside of class time is lacking. Based on informal learning perceptions, this study explored the strengths and weaknesses of active learning classroom spatial environments using a mixed quantitative and qualitative research approach. Through a questionnaire survey of 154 students and one-on-one semi-structured interviews with 15 students, this study found that most students were satisfied with the informal learning experience in active learning classrooms, comfortable and flexible space perception and humanized learning support facilities in active learning classrooms were critical spatial factors influencing students’ informal learning, the private environment and positive learning atmosphere in active learning classrooms could promote students’ informal learning behaviors, and for active learning classrooms, better resource management could help them develop a better quality full-time learning environment. Based on these findings, this study makes recommendations for optimizing the environment design and management of active learning classrooms.",2022,10.3390/su14148578,https://www.semanticscholar.org/paper/838b9438ad5a576b8ac1bfcb2f07fa8a4966b699,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:scholar:841841262a4fbc350d3a90665e06ed66,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Using simulations to promote learning in higher education: An introduction,"… Deep Learning The research on the value of active learning and participation is definitive. International studies suggest that it can lead to deep learning. A project, “Improving Student …",2023,,https://www.taylorfrancis.com/books/mono/10.4324/9781003448594/using-simulations-promote-learning-higher-education-john-paul-hertel-barbara-millis,Scholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:scholar:05ef7cc724a8bebacdda4c6c9213ae77,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,"Engaging ideas: The professor's guide to integrating writing, critical thinking, and active learning in the classroom","… of integrating two important movements in higher education—the writing-across-the-… educational philosophy of John Dewey, is that critical thinking— and indeed all significant learning—…",2021,,https://books.google.com/books?hl=en&lr=&id=gbIxEAAAQBAJ&oi=fnd&pg=PR1&dq=active+learning+in+higher+education&ots=6dfwl2Vqcg&sig=CKh4AfsXWeEv5wq6qNNX1zc1p-E,Scholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.3389/fpsyg.2022.915087,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Developing a Validated Instrument to Measure Students’ Active Learning and Actual Use of Information and Communication Technologies for Learning in Saudi Arabia’s Higher Education,"Higher education authorities have supplied information and communication technologies (ICTs) to guarantee that students use ICT to improve their learning and research outputs. ICT, on the other hand, has been proven to be underused, particularly by students. Therefore, we aimed to develop a new model to measure students’ active learning and actual use of ICT in higher education. To investigate this issue, the technology acceptance model and constructivism learning theory were verified and applied to evaluate university students’ use of ICT for active learning purposes. The participants in the study were 317 postgraduate and undergraduate students from four faculties at King Faisal University who consented to take part. The research data were analyzed using structural equation modeling (AMOS-SEM). Three specific components were used: the technology adoption model, constructivism learning, and active learning using ICT. The findings revealed that: (a) using ICTs for students’ interactivity, engagement, expected effort, subjective norm, and perceived ease of use has a direct positive impact on perceived enjoyment and usefulness; (b) perceived enjoyment and usefulness has a direct positive impact on active learning, attitude toward use, and behavioral intention to use ICTs; (c) active learning has a direct positive impact on attitude toward use, behavioral intention to use ICTs; and (d) active learning has a direct positive impact on attitude. Moreover, the results showed the mediator factors’ values positively “R square,” active learning (0.529), attitude toward use (0.572), behavioral intention to use (0.583), and actual ICT use (0.512) in higher education. Therefore, the results of the hypotheses developed a validated instrument to measure students’ active learning and actual use of ICTs in higher education in Saudi Arabia.",2022,10.3389/fpsyg.2022.915087,https://www.semanticscholar.org/paper/255425ec7db4c1ddc900522eb064b24bc98608aa,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.14742/ajet.7157,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Gamification during Covid-19: Promoting active learning and motivation in higher education,"Virtual teaching modalities urgently implemented during the Covid-19 pandemic require strategies to motivate students to participate actively in higher education. Our study found that gamification using a reward-based system is a strategy that can improve the educational experience under exceptional circumstances. This article reports the results of two gamified undergraduate courses (Calculus and Development of Transversal Competencies) designed with a reward system. The results derived from analyses of online surveys, the final grades, and their correlations revealed that gamification helped motivate students to participate actively and improved their academic performance, in a setting where the mode of instruction was remote, synchronous, and online. From the results we conclude that gamification favours the relationship between attention, participation, and performance, while promoting the humanisation of virtual environments created during academic confinement.
Implications for practice or policy:

Gamification using a reward-based system promoted active class participation and improved student performance after the transition from face-to-face to virtual instruction required as a result of the global pandemic.
Systemic recognition in a reward-based system improved the participants' emotional states, reducing their anxiety and the feeling of isolation caused by the pandemic, and leading to student engagement with .
Gamification works as an accompaniment for students to help the increasement of teacher-student and student-student interactions.
",2021,10.14742/ajet.7157,https://www.semanticscholar.org/paper/f640f2e55feea8f3b94a584a3c3b5aff8dc3b991,SemanticScholar,2025-09-04 00:16:36.047956
9ddc9679-f6fc-487c-a3d9-498e6c7bf663:doi:10.1080/09645292.2020.1761298,9ddc9679-f6fc-487c-a3d9-498e6c7bf663,Who gains from active learning in higher education?,"ABSTRACT We study whether and how teaching style (i.e. traditional vs active mode) affects academic performance of young individuals in tertiary education. We focus on entrepreneurship education as an ideal subject for experimenting alternative teaching methods. Identification relies on Triple Difference estimates based on detailed administrative data for the universe of students in a Master’s program in Management in Italy. Our preferred estimates show no significant effects of the teaching mode on student’s achievement. However, further estimates reveal interesting heterogeneities across students, being active teaching more effective in the case of females and students from secondary schools with an academic track.",2020,10.1080/09645292.2020.1761298,https://www.semanticscholar.org/paper/0976ca3976358cdbfd00642943a9ede17c07e85b,SemanticScholar,2025-09-04 00:16:36.047956
